column1,Category_Id,Customer_Id,Department_Id,Order_Customer_Id,Order_Id,Order_Item_Cardprod_Id,Order_Item_Id,Product_Card_Id,Product_Category_Id
126,9,5828,3,5828,7980,191,19945,191,9
127,9,6887,3,6887,57185,191,143043,191,9
128,9,4781,3,4781,8636,191,21551,191,9
129,12,10668,3,10668,61192,251,153077,251,12
130,17,5421,4,5421,55876,365,139714,365,17
131,17,10200,4,10200,53331,365,133251,365,17
132,17,11254,4,11254,51725,365,129241,365,17
133,17,11106,4,11106,52562,365,131382,365,17
134,17,8456,4,8456,59754,365,149532,365,17
135,17,6149,4,6149,53574,365,133893,365,17
136,17,1473,4,1473,399,365,989,365,17
137,9,1840,3,1840,51050,191,127587,191,9
138,18,6757,4,6757,45680,403,114171,403,18
139,18,3972,4,3972,42992,403,107395,403,18
140,18,9316,4,9316,41304,403,103114,403,18
141,17,6757,4,6757,45680,365,114173,365,17
142,18,11213,4,11213,44253,403,110494,403,18
143,43,3474,7,3474,46098,957,115235,957,43
144,43,9316,7,9316,41304,957,103115,957,43
145,65,14630,10,14630,71077,1352,174392,1352,65
146,62,13256,10,13256,69703,1349,173018,1349,62
147,65,14665,10,14665,71112,1352,174427,1352,65
148,62,13363,10,13363,69810,1349,173125,1349,62
149,65,14645,10,14645,71092,1352,174407,1352,65
150,62,13163,10,13163,69610,1349,172925,1349,62
151,65,14553,10,14553,71000,1352,174315,1352,65
152,64,14287,10,14287,70734,1351,174049,1351,64
153,62,13179,10,13179,69626,1349,172941,1349,62
154,62,13035,10,13035,69482,1349,172797,1349,62
155,64,14322,10,14322,70769,1351,174084,1351,64
156,62,13196,10,13196,69643,1349,172958,1349,62
157,65,14604,10,14604,71051,1352,174366,1352,65
158,62,12961,10,12961,69408,1349,172723,1349,62
159,65,14676,10,14676,71123,1352,174438,1352,65
160,64,14087,10,14087,70534,1351,173849,1351,64
161,62,13194,10,13194,69641,1349,172956,1349,62
162,65,14513,10,14513,70960,1352,174275,1352,65
163,62,13461,10,13461,69908,1349,173223,1349,62
164,65,14510,10,14510,70957,1352,174272,1352,65
165,62,13190,10,13190,69637,1349,172952,1349,62
166,65,14508,10,14508,70955,1352,174270,1352,65
167,65,14472,10,14472,70919,1352,174234,1352,65
168,65,14562,10,14562,71009,1352,174324,1352,65
169,62,13206,10,13206,69653,1349,172968,1349,62
170,62,13080,10,13080,69527,1349,172842,1349,62
171,65,14633,10,14633,71080,1352,174395,1352,65
172,64,14097,10,14097,70544,1351,173859,1351,64
173,62,13024,10,13024,69471,1349,172786,1349,62
174,4,778,2,778,68879,60,172188,60,4
175,2,7146,2,7146,67214,24,167987,24,2
176,3,6365,2,6365,17810,44,44493,44,3
177,13,8422,3,8422,18793,278,46997,278,13
178,9,8524,3,8524,65109,191,162715,191,9
179,9,3784,3,3784,15673,191,39186,191,9
180,13,10519,3,10519,18183,278,45455,278,13
181,9,7132,3,7132,20234,191,50536,191,9
182,9,3709,3,3709,13139,191,32867,191,9
183,13,1509,3,1509,33824,278,84424,278,13
184,9,1636,3,1636,31364,191,78398,191,9
185,9,2784,3,2784,40495,191,101052,191,9
186,9,1636,3,1636,31364,191,78396,191,9
187,17,9174,4,9174,34506,365,86191,365,17
188,17,122,4,122,33607,365,83892,365,17
189,17,3800,4,3800,32617,365,81596,365,17
190,29,10029,5,10029,37496,627,93579,627,29
191,26,3800,5,3800,32617,567,81595,567,26
192,24,2805,5,2805,49075,502,122703,502,24
193,24,1509,5,1509,33824,502,84425,502,24
194,24,2805,5,2805,49075,502,122700,502,24
195,29,12253,5,12253,41623,627,103905,627,29
196,29,3528,5,3528,39271,627,98043,627,29
197,40,11018,6,11018,38598,893,96337,893,40
198,41,3222,6,3222,37845,924,94445,924,41
199,17,6246,4,6246,42331,365,105703,365,17
200,17,8741,4,8741,41345,365,103211,365,17
201,24,8050,5,8050,51168,502,127882,502,24
202,29,8050,5,8050,51168,627,127881,627,29
203,24,5474,5,5474,43599,502,108885,502,24
204,40,474,6,474,41901,905,104591,905,40
205,9,12255,3,12255,42751,191,106706,191,9
206,17,10288,4,10288,45088,365,112591,365,17
207,17,4717,4,4717,50489,365,126156,365,17
208,17,4799,4,4799,44409,365,110862,365,17
209,17,4533,4,4533,42101,365,105115,365,17
210,17,12383,4,12383,50424,365,125992,365,17
211,24,3518,5,3518,49825,502,124562,502,24
212,24,4674,5,4674,41294,502,103083,502,24
213,29,8519,5,8519,42023,627,104898,627,29
214,29,5302,5,5302,47774,627,119464,627,29
215,26,3594,5,3594,41827,564,104416,564,26
216,24,9890,5,9890,47193,502,117955,502,24
217,24,1410,5,1410,42626,502,106390,502,24
218,24,7521,5,7521,46199,502,115493,502,24
219,40,2106,6,2106,48468,885,121217,885,40
220,9,8144,3,8144,51009,191,127490,191,9
221,9,5643,3,5643,46229,191,115564,191,9
222,9,2041,3,2041,42882,191,107084,191,9
223,9,7537,3,7537,46827,191,117074,191,9
224,9,3056,3,3056,48684,191,121737,191,9
225,9,3056,3,3056,48684,191,121735,191,9
226,9,7967,3,7967,46416,191,116042,191,9
227,9,1758,3,1758,47343,191,118360,191,9
228,18,7884,4,7884,41686,403,104060,403,18
229,18,289,4,289,41896,403,104577,403,18
230,17,10081,4,10081,28168,365,70443,365,17
231,18,1169,4,1169,24992,403,62621,403,18
232,18,1182,4,1182,30851,403,77102,403,18
233,18,717,4,717,25074,403,62834,403,18
234,76,20423,4,20423,76870,1363,180185,1363,76
235,18,5801,4,5801,25163,403,63064,403,18
236,18,702,4,702,28036,403,70143,403,18
237,18,6951,4,6951,22679,403,56759,403,18
238,18,6780,4,6780,23610,403,59059,403,18
239,17,6422,4,6422,42828,365,106946,365,17
240,18,289,4,289,41896,403,104576,403,18
241,18,5384,4,5384,48713,403,121833,403,18
242,18,2985,4,2985,45668,403,114148,403,18
243,66,18349,4,18349,74796,1353,178111,1353,66
244,18,11286,4,11286,27918,403,69867,403,18
245,17,489,4,489,30097,365,75233,365,17
246,18,4510,4,4510,30966,403,77398,403,18
247,18,9626,4,9626,30063,403,75154,403,18
248,18,9494,4,9494,22019,403,55063,403,18
249,18,1718,4,1718,24230,403,60624,403,18
250,18,5384,4,5384,48713,403,121830,403,18
251,18,5295,4,5295,42353,403,105750,403,18
252,18,2985,4,2985,45668,403,114147,403,18
253,18,3984,4,3984,42134,403,105206,403,18
254,18,5270,4,5270,21522,403,53808,403,18
255,18,10966,4,10966,23767,403,59474,403,18
256,18,1868,4,1868,25433,403,63711,403,18
257,76,17446,4,17446,73893,1363,177208,1363,76
258,17,10071,4,10071,30085,365,75205,365,17
259,18,1271,4,1271,30172,403,75410,403,18
260,18,11930,4,11930,27478,403,68790,403,18
261,76,20529,4,20529,76976,1363,180291,1363,76
262,18,8358,4,8358,24063,403,60210,403,18
263,18,7705,4,7705,51209,403,127964,403,18
264,76,17392,4,17392,73839,1363,177154,1363,76
265,66,18276,4,18276,74723,1353,178038,1353,66
266,18,7795,4,7795,26821,403,67197,403,18
267,76,20655,4,20655,77102,1363,180417,1363,76
268,18,2454,4,2454,41608,403,103859,403,18
269,18,150,4,150,47009,403,117478,403,18
270,18,10671,4,10671,49916,403,124787,403,18
271,17,11924,4,11924,29746,365,74420,365,17
272,70,16086,4,16086,72533,1357,175848,1357,70
273,24,4398,5,4398,48608,502,121561,502,24
274,24,5687,5,5687,45506,502,113719,502,24
275,29,8534,5,8534,45027,627,112427,627,29
276,29,3372,5,3372,46308,627,115752,627,29
277,24,10927,5,10927,43685,502,109111,502,24
278,24,3597,5,3597,41893,502,104569,502,24
279,24,2052,5,2052,46339,502,115856,502,24
280,24,4399,5,4399,46667,502,116672,502,24
281,24,185,5,185,47647,502,119125,502,24
282,24,3441,5,3441,48565,502,121445,502,24
283,24,11947,5,11947,43889,502,109614,502,24
284,24,1555,5,1555,45138,502,112738,502,24
285,29,9399,5,9399,44160,627,110278,627,29
286,24,2792,5,2792,49214,502,123053,502,24
287,40,10118,6,10118,41825,906,104410,906,40
288,40,8544,6,8544,44504,885,111111,885,40
289,40,4296,6,4296,44496,886,111088,886,40
290,41,4391,6,4391,45559,926,113854,926,41
291,41,2882,6,2882,44074,924,110090,924,41
292,37,3283,6,3283,49857,825,124661,825,37
293,44,397,7,397,41786,977,104311,977,44
294,6,4104,2,4104,48042,116,120131,116,6
295,9,12214,3,12214,44301,191,110620,191,9
296,17,10699,4,10699,41591,365,103815,365,17
297,29,2091,5,2091,44981,627,112334,627,29
298,24,10474,5,10474,41545,502,103704,502,24
299,37,7504,6,7504,49910,818,124779,818,37
300,3,7518,2,7518,19590,44,48976,44,3
301,11,1738,3,1738,43650,235,109018,235,11
302,9,1622,3,1622,15202,191,38024,191,9
303,13,1325,3,1325,15462,273,38639,273,13
304,9,5505,3,5505,15155,191,37908,191,9
305,9,4210,3,4210,64451,191,161109,191,9
306,9,11229,3,11229,67028,191,167556,191,9
307,9,9385,3,9385,62336,191,155832,191,9
308,13,900,3,900,11334,282,28340,282,13
309,9,6217,3,6217,62885,191,157243,191,9
310,9,9466,3,9466,66998,191,167475,191,9
311,9,4596,3,4596,47002,191,117458,191,9
312,9,5206,3,5206,63445,191,158605,191,9
313,9,2823,3,2823,67566,191,168920,191,9
314,11,10408,3,10408,18884,235,47235,235,11
315,11,11011,3,11011,18845,235,47141,235,11
316,16,40,3,40,66854,359,167108,359,16
317,9,11636,3,11636,46955,191,117346,191,9
318,17,7454,4,7454,55002,365,137558,365,17
319,17,5138,4,5138,60445,365,151253,365,17
320,17,8696,4,8696,53586,365,133933,365,17
321,17,2329,4,2329,56618,365,141623,365,17
322,17,12431,4,12431,51865,365,129598,365,17
323,24,10860,5,10860,2937,502,7333,502,24
324,24,12094,5,12094,54446,502,136156,502,24
325,24,5088,5,5088,58623,502,146742,502,24
326,29,2200,5,2200,7411,627,18572,627,29
327,24,10966,5,10966,5348,502,13366,502,24
328,24,3997,5,3997,59742,502,149496,502,24
329,29,8746,5,8746,59498,627,148919,627,29
330,29,3687,5,3687,3459,627,8590,627,29
331,29,9162,5,9162,8470,627,21144,627,29
332,24,8993,5,8993,53455,502,133575,502,24
333,26,5875,5,5875,2014,565,5047,565,26
334,26,2502,5,2502,55899,567,139774,567,26
335,24,9563,5,9563,52582,502,131429,502,24
336,24,7259,5,7259,56222,502,140631,502,24
337,29,3131,5,3131,57829,627,144695,627,29
338,29,4140,5,4140,56217,627,140615,627,29
339,29,4539,5,4539,5893,627,14655,627,29
340,24,6071,5,6071,5528,502,13796,502,24
341,29,8730,5,8730,367,627,922,627,29
342,24,9634,5,9634,52353,502,130831,502,24
343,24,8010,5,8010,1784,502,4452,502,24
344,29,3484,5,3484,60317,627,150929,627,29
345,24,7307,5,7307,6776,502,16941,502,24
346,24,1975,5,1975,4487,502,11226,502,24
347,24,629,5,629,9681,502,24177,502,24
348,29,11753,5,11753,60868,627,152307,627,29
349,26,5375,5,5375,53231,572,133008,572,26
350,29,1695,5,1695,52601,627,131482,627,29
351,29,9884,5,9884,4660,627,11689,627,29
352,24,8498,5,8498,3539,502,8807,502,24
353,24,5375,5,5375,53231,502,133012,502,24
354,24,7534,5,7534,54488,502,136276,502,24
355,29,7307,5,7307,6776,627,16942,627,29
356,29,123,5,123,52549,627,131352,627,29
357,24,8498,5,8498,60361,502,151061,502,24
358,37,9162,6,9162,8470,825,21145,825,37
359,40,8925,6,8925,5712,905,14229,905,40
360,36,5981,6,5981,9309,804,23226,804,36
361,37,7347,6,7347,8095,822,20211,822,37
362,73,19445,2,19445,75892,1360,179207,1360,73
363,73,19444,2,19444,75891,1360,179206,1360,73
364,73,19443,2,19443,75890,1360,179205,1360,73
365,73,19442,2,19442,75889,1360,179204,1360,73
366,73,19441,2,19441,75888,1360,179203,1360,73
367,73,19440,2,19440,75887,1360,179202,1360,73
368,73,19439,2,19439,75886,1360,179201,1360,73
369,73,19438,2,19438,75885,1360,179200,1360,73
370,73,19437,2,19437,75884,1360,179199,1360,73
371,73,19436,2,19436,75883,1360,179198,1360,73
372,73,19435,2,19435,75882,1360,179197,1360,73
373,73,19434,2,19434,75881,1360,179196,1360,73
374,73,19433,2,19433,75880,1360,179195,1360,73
375,73,19432,2,19432,75879,1360,179194,1360,73
376,73,19431,2,19431,75878,1360,179193,1360,73
377,73,19430,2,19430,75877,1360,179192,1360,73
378,73,19429,2,19429,75876,1360,179191,1360,73
379,73,19428,2,19428,75875,1360,179190,1360,73
380,73,19427,2,19427,75874,1360,179189,1360,73
381,73,19426,2,19426,75873,1360,179188,1360,73
382,73,19425,2,19425,75872,1360,179187,1360,73
383,73,19424,2,19424,75871,1360,179186,1360,73
384,73,19423,2,19423,75870,1360,179185,1360,73
385,73,19422,2,19422,75869,1360,179184,1360,73
386,73,19421,2,19421,75868,1360,179183,1360,73
387,73,19420,2,19420,75867,1360,179182,1360,73
388,73,19419,2,19419,75866,1360,179181,1360,73
389,73,19418,2,19418,75865,1360,179180,1360,73
390,73,19417,2,19417,75864,1360,179179,1360,73
391,73,19416,2,19416,75863,1360,179178,1360,73
392,73,19415,2,19415,75862,1360,179177,1360,73
393,73,19414,2,19414,75861,1360,179176,1360,73
394,73,19413,2,19413,75860,1360,179175,1360,73
395,73,19412,2,19412,75859,1360,179174,1360,73
396,73,19411,2,19411,75858,1360,179173,1360,73
397,73,19410,2,19410,75857,1360,179172,1360,73
398,73,19409,2,19409,75856,1360,179171,1360,73
399,73,19408,2,19408,75855,1360,179170,1360,73
400,73,19407,2,19407,75854,1360,179169,1360,73
401,73,19406,2,19406,75853,1360,179168,1360,73
402,73,19405,2,19405,75852,1360,179167,1360,73
403,73,19404,2,19404,75851,1360,179166,1360,73
404,73,19403,2,19403,75850,1360,179165,1360,73
405,73,19402,2,19402,75849,1360,179164,1360,73
406,73,19401,2,19401,75848,1360,179163,1360,73
407,73,19400,2,19400,75847,1360,179162,1360,73
408,73,19399,2,19399,75846,1360,179161,1360,73
409,73,19398,2,19398,75845,1360,179160,1360,73
410,73,19397,2,19397,75844,1360,179159,1360,73
411,73,19396,2,19396,75843,1360,179158,1360,73
412,73,19395,2,19395,75842,1360,179157,1360,73
413,73,19394,2,19394,75841,1360,179156,1360,73
414,73,19393,2,19393,75840,1360,179155,1360,73
415,73,19392,2,19392,75839,1360,179154,1360,73
416,73,19391,2,19391,75838,1360,179153,1360,73
417,73,19390,2,19390,75837,1360,179152,1360,73
418,73,19389,2,19389,75836,1360,179151,1360,73
419,73,19388,2,19388,75835,1360,179150,1360,73
420,73,19387,2,19387,75834,1360,179149,1360,73
421,73,19386,2,19386,75833,1360,179148,1360,73
422,73,19385,2,19385,75832,1360,179147,1360,73
423,73,19384,2,19384,75831,1360,179146,1360,73
424,73,19383,2,19383,75830,1360,179145,1360,73
425,73,19382,2,19382,75829,1360,179144,1360,73
426,73,19381,2,19381,75828,1360,179143,1360,73
427,73,19380,2,19380,75827,1360,179142,1360,73
428,73,19379,2,19379,75826,1360,179141,1360,73
429,73,19378,2,19378,75825,1360,179140,1360,73
430,73,19377,2,19377,75824,1360,179139,1360,73
431,73,19376,2,19376,75823,1360,179138,1360,73
432,73,19375,2,19375,75822,1360,179137,1360,73
433,73,19374,2,19374,75821,1360,179136,1360,73
434,73,19373,2,19373,75820,1360,179135,1360,73
435,73,19372,2,19372,75819,1360,179134,1360,73
436,73,19371,2,19371,75818,1360,179133,1360,73
437,73,19370,2,19370,75817,1360,179132,1360,73
438,73,19369,2,19369,75816,1360,179131,1360,73
439,73,19368,2,19368,75815,1360,179130,1360,73
440,73,19367,2,19367,75814,1360,179129,1360,73
441,73,19366,2,19366,75813,1360,179128,1360,73
442,73,19365,2,19365,75812,1360,179127,1360,73
443,73,19364,2,19364,75811,1360,179126,1360,73
444,73,19363,2,19363,75810,1360,179125,1360,73
445,73,19362,2,19362,75809,1360,179124,1360,73
446,73,19361,2,19361,75808,1360,179123,1360,73
447,73,19360,2,19360,75807,1360,179122,1360,73
448,73,19359,2,19359,75806,1360,179121,1360,73
449,73,19358,2,19358,75805,1360,179120,1360,73
450,73,19357,2,19357,75804,1360,179119,1360,73
451,73,19356,2,19356,75803,1360,179118,1360,73
452,73,19355,2,19355,75802,1360,179117,1360,73
453,73,19354,2,19354,75801,1360,179116,1360,73
454,73,19353,2,19353,75800,1360,179115,1360,73
455,73,19352,2,19352,75799,1360,179114,1360,73
456,73,19351,2,19351,75798,1360,179113,1360,73
457,73,19350,2,19350,75797,1360,179112,1360,73
458,24,8707,5,8707,5895,502,14667,502,24
459,24,12069,5,12069,3130,502,7792,502,24
460,9,9597,3,9597,49521,191,123770,191,9
461,29,9702,5,9702,30305,627,75732,627,29
462,9,1362,3,1362,50054,191,125134,191,9
463,17,9467,4,9467,27772,365,69517,365,17
464,17,9114,4,9114,47752,365,119406,365,17
465,17,2546,4,2546,31296,365,78230,365,17
466,17,2240,4,2240,22076,365,55227,365,17
467,17,11650,4,11650,25665,365,64279,365,17
468,24,2546,5,2546,31296,502,78229,502,24
469,29,10368,5,10368,22819,627,57115,627,29
470,41,6489,6,6489,27099,917,67904,917,41
471,41,10533,6,10533,28292,924,70772,924,41
472,17,11292,4,11292,39159,365,97738,365,17
473,6,7864,2,7864,32090,116,80251,116,6
474,9,47,3,47,34631,191,86490,191,9
475,9,6405,3,6405,37669,191,94024,191,9
476,17,6405,4,6405,37669,365,94022,365,17
477,24,11169,5,11169,34773,502,86867,502,24
478,24,2426,5,2426,40085,502,100038,502,24
479,9,8133,3,8133,47262,191,118161,191,9
480,37,1429,6,1429,44771,835,111824,835,37
481,9,9120,3,9120,13890,191,34783,191,9
482,13,12221,3,12221,17071,276,42688,276,13
483,9,9415,3,9415,11321,191,28304,191,9
484,17,10018,4,10018,64813,365,162010,365,17
485,17,54,4,54,17162,365,42917,365,17
486,17,542,4,542,12827,365,32070,365,17
487,24,724,5,724,11936,502,29833,502,24
488,29,8897,5,8897,68337,627,170841,627,29
489,24,7112,5,7112,45746,502,114342,502,24
490,24,10018,5,10018,64813,502,162011,502,24
491,24,1086,5,1086,13736,502,34400,502,24
492,29,7112,5,7112,49622,627,124032,627,29
493,24,2916,5,2916,19444,502,48596,502,24
494,29,11329,5,11329,63936,627,159827,627,29
495,40,7112,6,7112,49622,893,124029,893,40
496,9,11339,3,11339,51911,191,129710,191,9
497,9,10166,3,10166,58239,191,145723,191,9
498,9,3091,3,3091,56678,191,141753,191,9
499,17,5007,4,5007,53202,365,132933,365,17
500,17,1070,4,1070,58738,365,147023,365,17
501,17,6871,4,6871,56260,365,140708,365,17
502,24,2339,5,2339,5042,502,12615,502,24
503,29,5007,5,5007,53202,627,132934,627,29
504,24,4232,5,4232,55511,502,138833,502,24
505,37,8986,6,8986,54128,823,135348,823,37
506,40,6491,6,6491,21244,885,53138,885,40
507,17,9114,4,9114,47752,365,119407,365,17
508,17,5564,4,5564,31239,365,78074,365,17
509,17,7955,4,7955,45772,365,114415,365,17
510,29,5728,5,5728,24661,627,61755,627,29
511,24,1362,5,1362,50054,502,125133,502,24
512,29,9704,5,9704,22924,627,57384,627,29
513,24,8485,5,8485,21902,502,54783,502,24
514,29,11216,5,11216,21534,627,53838,627,29
515,24,4741,5,4741,45461,502,113596,502,24
516,40,12160,6,12160,24160,885,60432,885,40
517,24,11292,5,11292,39159,502,97737,502,24
518,13,6352,3,6352,32102,282,80279,282,13
519,17,5870,4,5870,37763,365,94239,365,17
520,17,11776,4,11776,37867,365,94512,365,17
521,17,7060,4,7060,31905,365,79729,365,17
522,17,3466,4,3466,36269,365,90567,365,17
523,17,11776,4,11776,37867,365,94509,365,17
524,29,2426,5,2426,40085,627,100039,627,29
525,24,2426,5,2426,40085,502,100036,502,24
526,9,1834,3,1834,48374,191,120988,191,9
527,24,9451,5,9451,48434,502,121133,502,24
528,9,2439,3,2439,17719,191,44274,191,9
529,9,6416,3,6416,15766,191,39413,191,9
530,17,6310,4,6310,12179,365,30449,365,17
531,17,9029,4,9029,66275,365,165672,365,17
532,17,295,4,295,13140,365,32869,365,17
533,17,9011,4,9011,16444,365,41061,365,17
534,26,6416,5,6416,15766,572,39411,572,26
535,24,3570,5,3570,65030,502,162550,502,24
536,24,1577,5,1577,14454,502,36153,502,24
537,24,1086,5,1086,13736,502,34403,502,24
538,29,1568,5,1568,67979,627,169947,627,29
539,24,3570,5,3570,65030,502,162549,502,24
540,24,9029,5,9029,66275,502,165673,502,24
541,24,9047,5,9047,65264,502,163099,502,24
542,26,724,5,724,11936,565,29830,565,26
543,24,9120,5,9120,13890,502,34784,502,24
544,36,7603,6,7603,51226,804,128006,804,36
545,24,6746,5,6746,52576,502,131420,502,24
546,13,5007,3,5007,53202,282,132932,282,13
547,10,1566,3,1566,67753,203,169391,203,10
548,9,2918,3,2918,15421,191,38553,191,9
549,13,1491,3,1491,13225,273,33089,273,13
550,66,14915,4,14915,71362,1353,174677,1353,66
551,18,9619,4,9619,13232,403,33103,403,18
552,17,1566,4,1566,67753,364,169394,364,17
553,18,778,4,778,68879,403,172187,403,18
554,18,2363,4,2363,65487,403,163675,403,18
555,18,5898,4,5898,65105,403,162708,403,18
556,18,1948,4,1948,14837,403,37151,403,18
557,17,1820,4,1820,46224,365,115551,365,17
558,66,14770,4,14770,71217,1353,174532,1353,66
559,18,1962,4,1962,63972,403,159939,403,18
560,18,7175,4,7175,19200,403,47958,403,18
561,18,1222,4,1222,18009,403,45004,403,18
562,18,487,4,487,10831,403,27107,403,18
563,18,2217,4,2217,68107,403,170278,403,18
